и,69525
на,12435
он,11538
я,9028
с,8728
как,7001
к,6274
от,5794
их,5724
но,5457
из,5353
сказал,5161
а,4996
ты,4512
они,4204
это,4092
по,4010
все,3848
за,3666
господь,3652
у,3592
ибо,3394
чтобы,3381
когда,3362
о,3346
для,3177
было,3025
меня,2895
будет,2871
мне,2691
вы,2549
если,2336
него,2030
да,1988
им,1959
бог,1873
тебе,1859
которые,1758
кто,1709
вас,1699
ли,1653
ни,1647
мы,1647
её,1644
потому,1628
сын,1506
ним,1489
день,1440
были,1432
говорит,1419
народ,1292
того,1262
глава,1225
себе,1206
всё,1162
бога,1162
левин,1135
была,1112
сказала,1091
при,1072
время,1058
быть,1053
нас,1017
тот,1008
земле,932
землю,930
земли,925
руки,913
между,908
там,888
твоего,885
свою,840
твои,824
господу,787
ней,747
мои,734
еще,699
тем,696
пусть,694
где,691
дома,688
народа,687
слово,681
слова,673
господи,671
более,658
руку,655
ними,623
нём,615
под,612
весь,612
человека,603
ко,602
опять,600
сказали,588
которого,583
твоё,580
дни,579
чем,578
города,572
свой,559
без,552
которых,551
говоря,550
сыны,537
говорить,536
дело,534
жизни,522
израиля,519
моё,518
этот,515
анна,515
вронский,509
видел,500
богу,500
сам,496
сыновья,490
мною,488
твоей,484
об,483
моя,478
дня,477
лет,475
ну,474
потом,471
сей,466
отвечал,462
город,460
сказать,460
послал,458
всего,458
мог,458
этом,451
чтоб,449
царю,446
место,441
людей,437
ваши,432
вместе,432
алексей,429
пришли,428
всегда,425
другой,422
жизнь,422
аркадьич,422
своё,421
раз,419
даже,410
сыновей,409
тысяч,405
лице,402
никто,397
отец,393
стал,393
земля,392
моей,388
говорили,387
знаю,382
лица,381
израилевых,379
тех,378
твоим,372
семь,369
вышел,359
также,358
нибудь,357
доколе,352
одно,352
иисуса,349
твоя,343
должно,335
жить,334
ваших,333
господом,333
голос,330
через,330
мою,330
дух,328
детей,325
боже,322
кроме,321
двадцать,321
сие,319
посему,312
грех,312
иерусалиме,311
господень,310
всякий,309
лицем,308
хотел,303
долли,302
сделать,301
дабы,300
твоему,300
вдруг,298
нежели,294
священник,294
наши,294
народы,291
могу,283
всю,282
сердца,280
душа,277
воды,277
всей,274
год,273
души,273
дочь,272
котором,267
времени,264
мужа,264
народов,264
огонь,258
сынам,258
всеми,256
нельзя,256
говорят,256
чрез,254
повелел,246
путь,246
иерусалима,246
глазами,245
ради,244
куда,243
весьма,242
месте,241
кровь,241
имени,240
господне,240
эта,240
стороны,239
иудеи,237
жертвы,237
поле,235
умер,234
закон,234
какое,233
одежды,232
неё,232
тут,232
две,231
божий,231
милость,231
всём,231
хлеб,231
горы,230
будто,228
израиль,227
израилев,226
знает,224
братьев,223
зачем,222
идти,221
сергей,219
говорила,218
места,218
ответ,216
встал,216
скажет,214
нею,214
ноги,213
могла,213
этой,212
гнев,210
саваоф,210
десять,210
женщина,207
знаешь,206
делал,205
серебро,204
господин,203
духа,201
египетской,201
псалом,200
сыну,199
божия,199
свое,198
ваш,198
городе,198
ночь,197
суд,197
будем,194
раб,194
других,194
скоро,191
иакова,190
несколько,189
глядя,189
имеет,188
свет,188
тоже,186
царство,184
стало,183
сделаю,183
часть,183
множество,182
казалось,181
закона,181
всякого,181
вся,180
любви,180
твоём,180
друга,179
улыбаясь,179
жены,178
тридцать,178
неужели,177
улыбкой,177
княгиня,176
давиду,175
слава,174
руке,173
двери,173
почему,172
жертвенник,172
рука,171
сами,170
пить,170
особенно,170
левину,170
завет,170
правда,169
дочери,169
года,169
серебра,168
истинно,167
глазах,167
тело,166
израилева,166
ангел,166
туда,166
священники,166
жил,166
сих,165
уж,164
любовь,164
славу,164
дам,164
овец,164
храма,163
назад,162
хотела,161
могли,161
третий,161
несмотря,161
силы,161
небо,160
золота,160
душе,160
одной,160
неба,159
ковчег,159
служить,159
женщины,159
очевидно,158
сём,158
иди,158
видели,158
пойди,158
ходить,157
скота,156
некоторые,155
отцу,155
дать,155
знать,155
оттуда,154
сказав,154
иудеев,153
ваше,152
сама,152
рабы,152
пятьдесят,151
имел,151
заповеди,150
вышли,149
самого,149
всякое,149
увидев,149
каждого,148
делает,148
князь,148
моря,147
дарья,146
рабов,146
оставил,144
выше,142
шесть,142
сердцем,142
священников,142
отдал,141
ночью,141
удел,141
мужей,141
весело,140
положил,140
положение,140
сегодня,140
знала,140
голосом,137
моём,137
солнце,137
могут,136
скот,136
бывает,136
хочет,135
ж,135
отчего,133
сел,133
крови,132
реки,132
городов,131
большой,131
скажу,131
вашим,130
даёт,129
золото,129
божие,128
никого,127
будь,127
можешь,127
пока,127
возвратился,126
плоть,126
вчера,126
гору,126
воду,126
быстро,125
должна,125
зла,123
анны,123
пошел,123
вижу,122
ехать,122
начала,122
стала,121
сейчас,121
тела,121
избрал,121
великое,121
левиты,120
гнева,120
стороне,119
около,119
святаго,119
израилем,119
предал,119
выражение,118
аарон,118
силу,118
александровича,117
дороге,117
вино,117
дай,117
понял,117
водою,116
видела,116
плоти,115
другим,115
хочешь,115
деле,115
призвал,115
таким,114
сильно,114
пророк,114
равно,114
дверь,113
останется,113
жертвенника,112
которыми,112
беззаконие,112
приказал,112
кому,112
узнал,112
войска,111
скажите,111
станом,111
начальник,111
заповедал,111
знали,111
господнем,111
сказано,111
богов,110
ученики,110
землёю,110
ворота,110
нашим,110
умрёт,109
вещи,108
седьмой,108
очи,108
голоса,108
слишком,108
либо,108
видя,108
угодно,108
подумал,107
думала,107
вода,107
пойдёт,107
стены,107
особенности,106
царства,105
подобно,105
утра,104
сосуды,104
столько,104
такого,104
принесли,103
язык,103
мёртвых,103
часто,103
спасение,103
господню,103
бетси,103
вавилон,103
смотреть,103
князья,103
всякой,102
убил,102
части,102
небес,102
открыл,101
одни,101
дел,101
божию,101
домы,101
двести,101
благословен,100
желая,100
сидел,99
велел,99
одному,99
одном,99
оттого,99
женою,98
благословил,98
встань,98
любить,98
домой,98
рад,98
израильтян,97
вашей,97
сию,97
говори,96
благодать,96
обо,96
вышла,96
предместья,96
беззакония,96
делали,96
посреди,96
